cpd_index,r1,r2,r3,smiles,expt_t_max_count,r1_reagent,r2_reagent,r3_reagent,protein,expt,mw,log_p
OpenDEL0032-28-316-653,28,316,653,CCC(C)(O)C#Cc1nc(OC)sc1C(=O)N1[C@H]2CC[C@@H]1C[C@@]1(C(=O)NC)C[C@@H]21,5,CC(OC(N([C@H]1C[C@]2(C(=O)O)[C@H]3C2)[C@H]3CC1)=O)(C)C,COC1=NC(Cl)=C(C(=O)O)S1,CCC(C#C)(C)O,neg_control,expt007,417.53100000000023,1.7933999999999999
OpenDEL0032-280-460-365,280,460,365,,5,Null1-1,CN(C1C=C(Br)C=C(C(=O)O)C=1)C,COCC1C=NC(OC)=C(C=O)C=1,neg_control,expt007,,
OpenDEL0032-285-357-58,285,357,58,CC(=O)NCC1CN(C)CCN1C(=O)c1cc(C#Cc2nc(C3CC3)cs2)n[nH]c1=O,6,NCC1CN(C)CCN1C(OC(C)(C)C)=O,OC(C1=CC(Cl)=NNC1=O)=O,O=CC1SC=C(C2CC2)N=1,neg_control,expt007,440.52900000000017,0.39590000000000064
OpenDEL0032-29-53-532,29,53,532,CNC(=O)c1coc2c1CN(C(=O)c1cc(C#Cc3cccc(-c4ccn(C)n4)c3)cs1)C2,12,OC(C1=COC2=C1CN(C(OC(C)(C)C)=O)C2)=O,OC(C1SC=C(Br)C=1)=O,O=CC1C=CC=C(C2C=CN(C)N=2)C=1,neg_control,expt007,456.5270000000001,3.6570000000000027
OpenDEL0032-293-475-530,293,475,530,CCOc1cc(C#Cc2ccc(C)c3[nH]c(C(=O)N4CCc5cc(NC(C)=O)ccc5C4)cc23)ccc1C,5,CC(OC(N1CCC2=C(C=CC(N)=C2)C1)=O)(C)C,OC(C1[NH]C2=C(C(Br)=CC=C2C)C=1)=O,CCOC1C=C(C=O)C=CC=1C,neg_control,expt007,505.61800000000034,5.740140000000006
OpenDEL0032-298-340-538,298,340,538,CC(=O)NCC1(C)CCCN(C(=O)c2cc3c(C)ccc(C#Cc4cc(C)c(C)cc4C)c3[nH]2)C1,5,CC(OC(N1CCCC(C)(CN)C1)=O)(C)C,OC(C1=CC2=C(C(Br)=CC=C2C)[NH]1)=O,O=CC1C=C(C)C(C)=CC=1C,neg_control,expt007,469.6290000000003,5.179780000000005
OpenDEL0032-300-218-566,300,218,566,CC(=O)NC[C@@H]1CCN(C(=O)c2cc(C#Cc3cc(C4CCC4)on3)cc3c2OCO3)C1,5,NC[C@@H]1CCN(C(OC(C)(C)C)=O)C1,OC(C1C=C(Br)C=C2C=1OCO2)=O,O=CC1=NOC(C2CCC2)=C1,neg_control,expt007,435.4800000000003,2.668800000000001
OpenDEL0032-300-405-226,300,405,226,CC(=O)NC[C@@H]1CCN(C(=O)c2cc(C#Cc3ccc(C(F)F)c(F)c3)cc3[nH]nnc23)C1,5,NC[C@@H]1CCN(C(OC(C)(C)C)=O)C1,OC(C1C=C(Br)C=C2C=1N=N[NH]2)=O,O=CC1C=CC(C(F)F)=C(F)C=1,neg_control,expt007,455.4400000000001,3.0326000000000004
OpenDEL0032-303-296-166,303,296,166,CC(=O)N[C@H]1CN(C(=O)CCc2nc3cc(C#Cc4ccc(-c5ccccn5)nc4)ccc3s2)C[C@H]1O,5,CC(OC(N1C[C@H](N)[C@H](O)C1)=O)(C)C,OC(CCC1=NC2=C(C=CC(Br)=C2)S1)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,511.60700000000014,2.793500000000001
OpenDEL0032-303-53-532,303,53,532,CC(=O)N[C@H]1CN(C(=O)c2cc(C#Cc3cccc(-c4ccn(C)n4)c3)cs2)C[C@H]1O,6,CC(OC(N1C[C@H](N)[C@H](O)C1)=O)(C)C,OC(C1SC=C(Br)C=1)=O,O=CC1C=CC=C(C2C=CN(C)N=2)C=1,neg_control,expt007,434.52100000000013,1.8698000000000001
OpenDEL0032-308-100-517,308,100,517,CCCc1ccc(C#Cc2ccc(CCC(C)CC(=O)N3CC[C@@H](NC(C)=O)C3)cc2)s1,5,CC(OC(N1CC[C@@H](N)C1)=O)(C)C,OC(CC(CCC1C=CC(I)=CC=1)C)=O,CCCC1=CC=C(C=O)S1,neg_control,expt007,450.64800000000014,4.796200000000004
OpenDEL0032-31-123-254,31,123,254,CNC(=O)CC[C@H]1CCCN1C(=O)c1cnc(OC(C)C)c(C#Cc2cncc(F)c2)c1,5,OC(CC[C@H]1CCCN1C(OC(C)(C)C)=O)=O,CC(OC1N=CC(C(=O)O)=CC=1Cl)C,O=CC1C=NC=C(F)C=1,neg_control,expt007,438.50300000000016,2.9335000000000013
OpenDEL0032-31-319-468,31,319,468,CNC(=O)CC[C@H]1CCCN1C(=O)CCn1cnc(C#Cc2cccc(COC)n2)n1,5,OC(CC[C@H]1CCCN1C(OC(C)(C)C)=O)=O,OC(CCN1C=NC(Br)=N1)=O,COCC1C=CC=C(C=O)N=1,neg_control,expt007,424.5050000000002,1.1265999999999998
OpenDEL0032-315-279-204,315,279,204,CC(=O)NCC1(O)CCCN(C(=O)CNC(=O)c2ccc(C#Cc3ccc(-c4ccccc4)cc3)o2)C1,5,CC(OC(N1CCCC(O)(CN)C1)=O)(C)C,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1C=CC(C2C=CC=CC=2)=CC=1,neg_control,expt007,499.56700000000023,2.565800000000001
OpenDEL0032-321-543-391,321,543,391,CC(=O)NC[C@H]1CCN(C(=O)c2cc(C#Cc3ccc(-c4ccn(C)n4)cc3)co2)C1,7,NC[C@H]1CCN(C(OC(C)(C)C)=O)C1,OC(C1OC=C(Br)C=1)=O,O=CC1C=CC(C2C=CN(C)N=2)=CC=1,neg_control,expt007,416.48100000000017,2.6781000000000006
OpenDEL0032-324-411-614,324,411,614,CC(=O)NC1CCCN(C(=O)c2ccc(Oc3cccc(C#Cc4cnc5n4CCOC5)c3)cc2)CC1,6,NC1CCCN(C(OC(C)(C)C)=O)CC1,OC(C1C=CC(OC2C=CC=C(Br)C=2)=CC=1)=O,O=CC1=CN=C2N1CCOC2,neg_control,expt007,498.58300000000037,3.736200000000003
OpenDEL0032-326-536-597,326,536,597,CC(=O)NCCN1CCN(C(=O)c2cn3cc(C#Cc4ccc5c(c4)CCCC5)ccc3n2)CC1,5,NCCN1CCN(C(OC(C)(C)C)=O)CC1,OC(C1N=C2N(C=C(Br)C=C2)C=1)=O,O=CC1C=CC2=C(CCCC2)C=1,neg_control,expt007,469.5890000000004,2.506800000000001
OpenDEL0032-329-279-58,329,279,58,CC(=O)N1CCN(C(=O)CNC(=O)c2ccc(C#Cc3nc(C4CC4)cs3)o2)C[C@@H]1C,5,C[C@@H]1NCCN(C(OC(C)(C)C)=O)C1,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1SC=C(C2CC2)N=1,neg_control,expt007,440.52500000000026,1.8223
OpenDEL0032-333-279-574,333,279,574,CC(=O)N1CC[C@H]2CCN(C(=O)CNC(=O)c3ccc(C#Cc4cccc5c4CCOC5)o3)[C@H]2C1,7,CC(OC(N1CC[C@H]2[C@@H]1CNCC2)=O)(C)C,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1C=CC=C2C=1CCOC2,neg_control,expt007,475.54500000000036,1.9511999999999996
OpenDEL0032-338-182-67,338,182,67,CC(=O)Nc1ccc(CCNC(=O)c2cc3cc(C#Cc4ccc(-n5cccc5)cc4)ccc3s2)cc1,5,O=C(OC(C)(C)C)NCCC1C=CC(N)=CC=1,OC(C1SC2=C(C=C(Br)C=C2)C=1)=O,O=CC1C=CC(N2C=CC=C2)=CC=1,neg_control,expt007,503.6270000000001,6.022700000000005
OpenDEL0032-339-199-470,339,199,470,CC(=O)NCc1ccc2c(c1)CCN(C(=O)C1(Cc3ccc(C#Cc4sccc4C#N)cc3)CC1)C2,5,NCC1C=CC2=C(CCN(C(OC(C)(C)C)=O)C2)C=1,BrC1C=CC(CC2(CC2)C(=O)O)=CC=1,N#CC1C=CSC=1C=O,neg_control,expt007,493.63200000000023,4.563280000000004
OpenDEL0032-339-387-166,339,387,166,CC(=O)NCc1ccc2c(c1)CCN(C(=O)c1cc(C#Cc3ccc(-c4ccccn4)nc3)cc(N3CCCC3)c1)C2,5,NCC1C=CC2=C(CCN(C(OC(C)(C)C)=O)C2)C=1,OC(C1C=C(Br)C=C(N2CCCC2)C=1)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,555.682,4.9782000000000055
OpenDEL0032-343-274-500,343,274,500,COc1cc(NC(C)=O)ccc1NC(=O)c1ccnc2cc(C#Cc3c(F)ccc(C)c3F)ccc12,5,COC1C=C(N)C=CC=1NC(OC(C)(C)C)=O,ClC1C=CC2=C(N=CC=C2C(=O)O)C=1,O=CC1C(F)=CC=C(C)C=1F,neg_control,expt007,485.49000000000024,5.440520000000004
OpenDEL0032-344-218-348,344,218,348,COc1cc(C)cc(C#Cc2cc3c(c(C(=O)NCC4[C@@H]5CN(C(C)=O)C[C@H]45)c2)OCO3)c1,5,CC(OC(NCC1[C@@H]2[C@H]1CNC2)=O)(C)C,OC(C1C=C(Br)C=C2C=1OCO2)=O,COC1C=C(C)C=C(C=O)C=1,neg_control,expt007,446.5030000000002,2.586220000000001
OpenDEL0032-344-524-166,344,524,166,CC(=O)N1C[C@H]2C(CNC(=O)CCc3ccc(C#Cc4ccc(-c5ccccn5)nc4)cc3)[C@H]2C1,5,CC(OC(NCC1[C@@H]2[C@H]1CNC2)=O)(C)C,OC(CCC1C=CC(Br)=CC=1)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,464.56900000000013,3.3165000000000022
OpenDEL0032-346-198-125,346,198,125,CC(=O)N1CCCc2cc(NC(=O)C(C)Cc3ccc(F)c(C#Cc4cccc(C(F)(F)F)n4)c3)ccc21,5,CC(OC(NC1C=CC2=C(CCCN2)C=1)=O)(C)C,OC(C(CC1C=CC(F)=C(Br)C=1)C)=O,O=CC1C=CC=C(C(F)(F)F)N=1,neg_control,expt007,523.5300000000002,5.755700000000005
OpenDEL0032-348-139-509,348,139,509,CCOc1ccc(OC)cc1C#Cc1c(F)cc(C(=O)NCCC2CN(C(C)=O)CCO2)cc1F,5,O=C(OC(C)(C)C)NCCC1CNCCO1,OC(C1C=C(F)C(I)=C(F)C=1)=O,CCOC1C=CC(OC)=CC=1C=O,neg_control,expt007,486.51500000000027,3.1391000000000018
OpenDEL0032-349-218-608,349,218,608,CC(=O)NCC1(NC(=O)c2cc(C#Cc3ccc(-n4nccn4)cc3)cc3c2OCO3)COC1,6,NCC1(NC(OC(C)(C)C)=O)COC1,OC(C1C=C(Br)C=C2C=1OCO2)=O,O=CC1C=CC(N2N=CC=N2)=CC=1,neg_control,expt007,459.4620000000003,1.0306999999999988
OpenDEL0032-352-20-166,352,20,166,CC(=O)N[C@@H]1CCCC[C@H]1NC(=O)c1cc2ccc(C#Cc3ccc(-c4ccccn4)nc3)c(F)c2[nH]1,5,N[C@@H]1CCCC[C@H]1NC(OC(C)(C)C)=O,OC(C1=CC2=C(C(F)=C(Br)C=C2)[NH]1)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,495.5580000000002,4.340900000000003
OpenDEL0032-355-52-408,355,52,408,COc1cc2ccccc2cc1C#Cc1c(C(=O)N2C3CCC2CC(NC(C)=O)C3)nc2ccccn12,5,CC(OC(N(C1CC2)C2CC(N)C1)=O)(C)C,OC(C1N=C2N(C=CC=C2)C=1Cl)=O,O=CC1C=C2C(C=CC=C2)=CC=1OC,neg_control,expt007,492.57900000000024,4.167600000000003
OpenDEL0032-356-244-138,356,244,138,COc1cc(F)c(C#Cc2ccc3nc(C(=O)N4C5CC[C@H]4CC(NC(C)=O)C5)cn3n2)cc1OC,5,CC(OC(N([C@H]1CC2)C2CC(N)C1)=O)(C)C,OC(C1N=C2N(N=C(Cl)C=C2)C=1)=O,O=CC1C=C(OC)C(OC)=CC=1F,neg_control,expt007,491.5230000000003,2.5571
OpenDEL0032-36-293-532,36,293,532,CNC(=O)c1cnn2c1CN(C(=O)c1ccc(C#Cc3cccc(-c4ccn(C)n4)c3)s1)CC2,5,OC(C1C=NN2C=1CN(C(OCC3C4=C(C=CC=C4)C5=C3C=CC=C5)=O)CC2)=O,OC(C1=CC=C(Cl)S1)=O,O=CC1C=CC=C(C2C=CN(C)N=2)C=1,neg_control,expt007,470.5580000000002,2.7605000000000013
OpenDEL0032-367-143-106,367,143,106,CC(=O)NCc1cccc2c1CCCN2C(=O)c1ccc2c(C#Cc3ccc(C(C)(C)C#N)cc3)cccc2c1,5,NCC1C=CC=C2C=1CCCN2C(OC(C)(C)C)=O,OC(C1C=CC2=C(C=CC=C2Br)C=1)=O,O=CC1C=CC(C(C#N)(C)C)=CC=1,neg_control,expt007,525.6520000000002,6.269880000000006
OpenDEL0032-367-24-344,367,24,344,CC(=O)NCc1cccc2c1CCCN2C(=O)c1ccc2[nH]cc(C#Cc3cccn3-c3nccs3)c2c1,6,NCC1C=CC=C2C=1CCCN2C(OC(C)(C)C)=O,OC(C1C=CC2=C(C(Br)=C[NH]2)C=1)=O,O=CC1=CC=CN1C2=NC=CS2,neg_control,expt007,519.6300000000001,5.044000000000005
OpenDEL0032-367-308-184,367,308,184,COc1cc(C#Cc2ccc(C(=O)N3CCCc4c(CNC(C)=O)cccc43)cc2S(C)(=O)=O)cc(OC)c1,5,NCC1C=CC=C2C=1CCCN2C(OC(C)(C)C)=O,OC(C1C=CC(Br)=C(S(=O)(C)=O)C=1)=O,O=CC1C=C(OC)C=C(OC)C=1,neg_control,expt007,546.6450000000002,3.736200000000003
OpenDEL0032-370-43-642,370,43,642,CCCCC[C@@H](O)C#Cc1sccc1C(=O)N1CCC(N(C)C(C)=O)C1,5,CNC1CCN(C(OC(C)(C)C)=O)C1,OC(C1C=CSC=1Br)=O,CCCCC[C@H](C#C)O,neg_control,expt007,376.5220000000002,2.733600000000001
OpenDEL0032-373-171-602,373,171,602,CC(=O)N1C[C@@H](NC(=O)c2cncc(C#Cc3cnc(C(C)(C)C)s3)c2)[C@H](c2ccccc2)C1,5,CC(OC(N[C@@H]1CNC[C@H]1C2C=CC=CC=2)=O)(C)C,OC(C1C=NC=C(I)C=1)=O,O=CC1=CN=C(C(C)(C)C)S1,neg_control,expt007,472.6140000000002,3.979700000000003
OpenDEL0032-374-225-24,374,225,24,CC(=O)NC[C@H]1CC[C@H](NC(=O)c2ccc(C#Cc3cnc(C(C)C)nc3)c(-n3cccc3)c2)CC1,5,NC[C@@H]1CC[C@@H](NC(OC(C)(C)C)=O)CC1,OC(C1C=CC(Cl)=C(N2C=CC=C2)C=1)=O,O=CC1C=NC(C(C)C)=NC=1,neg_control,expt007,483.6160000000002,4.215200000000003
OpenDEL0032-379-279-162,379,279,162,CC(=O)NCC1(NC(=O)CNC(=O)c2ccc(C#Cc3ccsc3C)o2)CCC1,5,NCC1(NC(OC(C)(C)C)=O)CCC1,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1C=CSC=1C,neg_control,expt007,413.49900000000025,1.9541200000000003
OpenDEL0032-381-494-284,381,494,284,COc1ccc(C#Cc2cnc3c(c2)cc(C(=O)N2CCC(CCCNC(C)=O)CC2)n3C)cc1CC#N,5,NCCCC1CCN(C(OC(C)(C)C)=O)CC1,BrC1C=NC2=C(C=C(C(=O)O)N2C)C=1,N#CCC1C=C(C=O)C=CC=1OC,neg_control,expt007,511.6260000000005,3.8162800000000026
OpenDEL0032-381-523-607,381,523,607,CC(=O)NCCCC1CCN(C(=O)c2nsc3cc(C#Cc4ccc(C(F)F)nc4)ccc23)CC1,5,NCCCC1CCN(C(OC(C)(C)C)=O)CC1,BrC1C=CC2=C(SN=C2C(=O)O)C=1,O=CC1C=CC(C(F)F)=NC=1,neg_control,expt007,496.58300000000025,4.797200000000005
OpenDEL0032-385-220-252,385,220,252,CC(=O)N1CC2(CCN2C(=O)C(C)(C)c2cccc(C#Cc3ccn(-c4ccccc4)n3)c2)C1,5,CC(OC(N1CCC12CNC2)=O)(C)C,BrC1C=CC=C(C(C(=O)O)(C)C)C=1,O=CC1C=CN(C2C=CC=CC=2)N=1,neg_control,expt007,452.5580000000002,3.382900000000002
OpenDEL0032-385-222-410,385,222,410,CC(=O)N1CC2(CCN2C(=O)CCNC(=O)c2ccc(C#Cc3cc4ccccc4s3)cc2)C1,5,CC(OC(N1CCC12CNC2)=O)(C)C,OC(CCNC(C1C=CC(Br)=CC=1)=O)=O,O=CC1=CC2=C(C=CC=C2)S1,neg_control,expt007,471.5820000000002,3.2542000000000018
OpenDEL0032-389-218-51,389,218,51,CC(=O)NCC1(C)CCN(C(=O)c2cc(C#Cc3cccc4c3COCC4)cc3c2OCO3)CC1,5,NCC1(CCN(C(OC(C)(C)C)=O)CC1)C,OC(C1C=C(Br)C=C2C=1OCO2)=O,O=CC1C=CC=C2C=1COCC2,neg_control,expt007,474.5570000000004,3.266200000000002
OpenDEL0032-39-373-531,39,373,531,CNC(=O)[C@@]12CCC[C@@H]1N(C(=O)Cc1ccc(C#Cc3cnc(C)n3C)cc1)CC2,5,CC(OC(N1CC[C@@]2(C(=O)O)[C@@H]1CCC2)=O)(C)C,OC(CC1C=CC(I)=CC=1)=O,O=CC1=CN=C(C)N1C,neg_control,expt007,404.5140000000002,2.188019999999999
OpenDEL0032-390-382-224,390,382,224,CC(=O)NC1(C#N)CCN(C(=O)c2cc(C#Cc3cccc(OCC(C)C)c3)cc3c2OCC3)CC1,5,N#CC1(CCN(C(OC(C)(C)C)=O)CC1)N,OC(C1C=C(Br)C=C2C=1OCC2)=O,CC(COC1C=CC=C(C=O)C=1)C,neg_control,expt007,485.5840000000004,3.6905800000000024
OpenDEL0032-392-457-357,392,457,357,CC(=O)N[C@H](C)C1CCN(C(=O)c2cc(C#Cc3cnn(-c4ccccc4)c3C)cc(F)c2F)CC1,5,C[C@H](C1CCN(C(OC(C)(C)C)=O)CC1)N,OC(C1C=C(Br)C=C(F)C=1F)=O,O=CC1C=NN(C2C=CC=CC=2)C=1C,neg_control,expt007,490.5540000000002,4.235520000000004
OpenDEL0032-392-490-208,392,490,208,COc1ccc2oc(C#Cc3cccn4cc(C(=O)N5CCC([C@@H](C)NC(C)=O)CC5)nc34)cc2c1,5,C[C@H](C1CCN(C(OC(C)(C)C)=O)CC1)N,OC(C1=CN2C(C(Br)=CC=C2)=N1)=O,COC1C=CC2=C(C=C(C=O)O2)C=1,neg_control,expt007,484.5560000000003,3.865700000000002
OpenDEL0032-396-249-506,396,249,506,COc1ccc(C(=O)N[C@H]2CC[C@@H](CCNC(C)=O)CC2)nc1C#Cc1cnn(-c2ccccc2)n1,5,NCC[C@H]1CC[C@@H](NC(OC(C)(C)C)=O)CC1,COC1C=CC(C(=O)O)=NC=1Br,O=CC1C=NN(C2C=CC=CC=2)N=1,neg_control,expt007,486.57600000000025,2.8855000000000004
OpenDEL0032-399-53-532,399,53,532,CC(=O)N(C1CC1)C1CCN(C(=O)c2cc(C#Cc3cccc(-c4ccn(C)n4)c3)cs2)C1,8,CC(OC(N1CCC(NC2CC2)C1)=O)(C)C,OC(C1SC=C(Br)C=1)=O,O=CC1C=CC=C(C2C=CN(C)N=2)C=1,neg_control,expt007,458.5870000000001,3.773800000000003
OpenDEL0032-399-543-532,399,543,532,CC(=O)N(C1CC1)C1CCN(C(=O)c2cc(C#Cc3cccc(-c4ccn(C)n4)c3)co2)C1,5,CC(OC(N1CCC(NC2CC2)C1)=O)(C)C,OC(C1OC=C(Br)C=1)=O,O=CC1C=CC=C(C2C=CN(C)N=2)C=1,neg_control,expt007,442.5190000000001,3.3053000000000026
OpenDEL0032-40-543-7,40,543,7,CNC(=O)c1ccc2c(c1)CN(C(=O)c1cc(C#Cc3ccc4cccnc4c3)co1)C2,18,OC(C1C=CC2=C(CN(C(OC(C)(C)C)=O)C2)C=1)=O,OC(C1OC=C(Br)C=1)=O,O=CC1C=CC2=C(N=CC=C2)C=1,neg_control,expt007,421.45600000000013,3.7432000000000025
OpenDEL0032-40-60-13,40,60,13,CNC(=O)c1ccc2c(c1)CN(C(=O)c1csc(C#Cc3cccc(-c4cnn(C)c4)c3)c1)C2,6,OC(C1C=CC2=C(CN(C(OC(C)(C)C)=O)C2)C=1)=O,OC(C1=CSC(I)=C1)=O,O=CC1C=CC=C(C2C=NN(C)C=2)C=1,neg_control,expt007,466.5660000000002,4.064000000000003
OpenDEL0032-402-248-338,402,248,338,CC(=O)NC[C@@H]1COCCN1C(=O)c1cnc2cc(C#Cc3ccc(-n4cccn4)cc3)ccn12,5,NC[C@@H]1COCCN1C(OC(C)(C)C)=O,BrC1C=CN2C(=NC=C2C(=O)O)C=1,O=CC1C=CC(N2C=CC=N2)=CC=1,neg_control,expt007,468.51700000000017,1.8969000000000003
OpenDEL0032-403-218-203,403,218,203,CC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2cc(C#Cc3ccc(C(F)(F)F)nc3)cc3c2OCO3)CC1,7,N[C@@H]1CC[C@H](N(C(OC(C)(C)C)=O)C)CC1,OC(C1C=C(Br)C=C2C=1OCO2)=O,O=CC1C=CC(C(F)(F)F)=NC=1,neg_control,expt007,487.47800000000024,3.7482000000000024
OpenDEL0032-407-436-29,407,436,29,CC(=O)N1CCN(C(=O)c2ncc(C#Cc3ccc(F)c(F)c3)cc2F)CC12CC2,5,CC(OC(N1CCNC2(CC2)C1)=O)(C)C,OC(C1N=CC(Br)=CC=1F)=O,O=CC1C=CC(F)=C(F)C=1,neg_control,expt007,413.3990000000002,2.7356000000000007
OpenDEL0032-409-279-96,409,279,96,CC(=O)N1CCCc2ccc(NC(=O)CNC(=O)c3ccc(C#Cc4ccc5ncsc5c4)o3)cc21,5,CC(OC(NC1C=CC2=C(NCCC2)C=1)=O)(C)C,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1C=CC2=C(SC=N2)C=1,neg_control,expt007,498.56400000000025,3.9567000000000023
OpenDEL0032-410-255-166,410,255,166,CC(=O)Nc1ccc(NC(=O)C2(c3cccc(C#Cc4ccc(-c5ccccn5)nc4)c3)CCCC2)cc1,6,NC1C=CC(NC(OC(C)(C)C)=O)=CC=1,BrC1C=CC=C(C2(C(=O)O)CCCC2)C=1,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,500.60200000000026,5.952300000000005
OpenDEL0032-411-349-214,411,349,214,COc1ccc(NC(C)=O)cc1NC(=O)c1nn(CCF)cc1C#Cc1ccc(CF)cc1,5,COC1C=CC(N)=CC=1NC(OC(C)(C)C)=O,FCCN1C=C(Br)C(C(=O)O)=N1,O=CC1C=CC(CF)=CC=1,neg_control,expt007,452.46100000000024,3.941200000000003
OpenDEL0032-411-471-598,411,471,598,CCOc1nc(C#Cc2ccc(N(C)C)c(C#N)c2)ccc1C(=O)Nc1cc(NC(C)=O)ccc1OC,5,COC1C=CC(N)=CC=1NC(OC(C)(C)C)=O,CCOC1N=C(Cl)C=CC=1C(=O)O,O=CC1C=CC(N(C)C)=C(C#N)C=1,neg_control,expt007,497.55500000000023,4.037080000000002
OpenDEL0032-415-306-166,415,306,166,CC(=O)NC1CC(NC(=O)C2(n3cc(C#Cc4ccc(-c5ccccn5)nc4)cn3)CC2)C1,6,CC(OC(NC1CC(N)C1)=O)(C)C,BrC1C=NN(C2(CC2)C(=O)O)C=1,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,440.5070000000002,2.0123
OpenDEL0032-417-40-155,417,40,155,COc1cc2c(cc1C#Cc1ccc3c(c1)C(CC(=O)N1CCC14CCN(C(C)=O)C4)C(=O)N3)CCC2,5,CC(OC(N1CCC12CCNC2)=O)(C)C,OC(CC1C(=O)NC2=C1C=C(Br)C=C2)=O,O=CC1C=C2C(CCC2)=CC=1OC,neg_control,expt007,497.5950000000005,3.232800000000001
OpenDEL0032-42-365-516,42,365,516,CNC(=O)CC1CSCCN1C(=O)COc1cncc(C#Cc2cccc(-c3cnco3)c2)n1,5,OC(CC1CSCCN1C(OCC2C3=C(C=CC=C3)C4=C2C=CC=C4)=O)=O,OC(COC1C=NC=C(Cl)N=1)=O,O=CC1C=CC=C(C2=CN=CO2)C=1,neg_control,expt007,477.54600000000016,1.9903000000000002
OpenDEL0032-421-295-469,421,295,469,CC(=O)N1CCOc2ccc(NC(=O)C3CC(=O)N(c4cccc(C#Cc5ccc(S(N)(=O)=O)cc5)c4)C3)cc2C1,5,CC(OC(NC1C=CC2=C(CNCCO2)C=1)=O)(C)C,BrC1C=CC=C(N2CC(C(=O)O)CC2=O)C=1,O=CC1C=CC(S(=O)(N)=O)=CC=1,neg_control,expt007,572.6430000000001,2.4662999999999995
OpenDEL0032-430-461-557,430,461,557,CC(=O)N1CCC(O)(CNC(=O)CCC(=O)c2ccc(C#Cc3cccn3-c3ccccc3)cc2)C1,5,O=C(OC(C)(C)C)NCC1(CCNC1)O,OC(CCC(C1C=CC(Cl)=CC=1)=O)=O,O=CC1=CC=CN1C2C=CC=CC=2,neg_control,expt007,483.56800000000015,2.9395000000000007
OpenDEL0032-437-218-396,437,218,396,CC(=O)NC1CC2(C1)CC(NC(=O)c1cc(C#Cc3cn(C4CCC4)nn3)cc3c1OCO3)C2,5,CC(OC(NC1CC2(CC(N)C2)C1)=O)(C)C,OC(C1C=C(Br)C=C2C=1OCO2)=O,O=CC1N=NN(C2CCC2)C=1,neg_control,expt007,461.52200000000033,2.3087
OpenDEL0032-438-279-166,438,279,166,CC(=O)N1CC[C@@H](NC(=O)CNC(=O)c2ccc(C#Cc3ccc(-c4ccccn4)nc3)o2)C1,5,CC(OC(N[C@@H]1CCNC1)=O)(C)C,OC(CNC(C1=CC=C(Br)O1)=O)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,457.49000000000024,1.6032000000000002
OpenDEL0032-440-14-166,440,14,166,CC(=O)NCC12CC(NC(=O)Cc3cc(F)ccc3C#Cc3ccc(-c4ccccn4)nc3)(C1)C2,5,CC(OC(NC(C1)(C2)CC12CN)=O)(C)C,OC(CC1C=C(F)C=CC=1Br)=O,O=CC1C=CC(C2C=CC=CN=2)=NC=1,neg_control,expt007,468.53200000000027,3.400000000000002
OpenDEL0032-444-326-494,444,326,494,,5,Null2-1,OC(CC1=NN(C(C)C)C=C1Br)=O,O=CC1=C(C)N=C2N1C=C(C)C=C2,neg_control,expt007,,
OpenDEL0032-45-528-621,45,528,621,CNC(=O)C(NC(=O)Cc1ccc(OC)cc1C#Cc1cccc2nccnc12)c1cscn1,5,OC(C(C1N=CSC=1)NC(OC(C)(C)C)=O)=O,COC1C=CC(CC(=O)O)=C(Br)C=1,O=CC1C=CC=C2C=1N=CC=N2,neg_control,expt007,471.54200000000014,2.6407000000000007
OpenDEL0032-48-20-65,48,20,65,CCOc1ccc(C#Cc2ccc3cc(C(=O)Nc4cnn(C)c4C(=O)NC)[nH]c3c2F)c(F)c1F,7,CC(OC(NC1C=NN(C)C=1C(=O)O)=O)(C)C,OC(C1=CC2=C(C(F)=C(Br)C=C2)[NH]1)=O,CCOC1C=CC(C=O)=C(F)C=1F,neg_control,expt007,495.4610000000001,3.7291000000000007
OpenDEL0032-48-29-194,48,29,194,CNC(=O)c1c(NC(=O)c2cc3ccc(C#Cc4ccnn4-c4ccccc4)cc3[nH]2)cnn1C,7,CC(OC(NC1C=NN(C)C=1C(=O)O)=O)(C)C,OC(C1=CC2=C(C=C(Br)C=C2)[NH]1)=O,O=CC1=CC=NN1C2C=CC=CC=2,neg_control,expt007,463.5010000000001,3.0988000000000016
